"priceLogInc","mu_range","sigma_range","mu_size","sigma_size","sigma_ev","truck","suv","sportcar","van","logLike"
-0.2447,0.0048,0.0042,1.7396,10.5604,0,-1.3051,0.8492,0.6362,-1.1006,-8004.25457931329
-0.2447,0.0048,0.0042,1.7396,10.5604,0,-1.3051,0.8492,0.6362,-1.1006,-8004.25457931329
-0.2447,0.0048,0.0042,1.7396,10.5604,0,-1.3051,0.8492,0.6362,-1.1006,-8004.25457931329
-0.244698692532722,0.00442287705987692,0.00420920595126226,1.73960013346709,10.5603999475268,-2.90448777377606e-08,-1.30508267627358,0.849199815540761,0.636199906029552,-1.10058073077528,-8004.2240824831
-0.244692461353076,0.00431686493094356,0.00378591607947479,1.73960084953363,10.5603995235284,-1.8298176246287e-07,-1.30499117397904,0.849198881601578,0.636199372818393,-1.10047903551009,-8003.9857786857
-0.221434234948501,0.00417458349812473,0.00324075755042292,1.74200456459863,10.5585834213792,-0.000490639943284328,-1.00556446470867,0.846082898166333,0.634427302693489,-0.76868736614335,-7921.05671526831
-0.262404997680044,0.00417478248455893,0.00330429087344773,1.74203358733126,10.552127295976,-0.00102302023194531,-0.980023163465185,0.850612814534643,0.638568640218356,-0.779820644373973,-7920.45904784656
-0.257812961745201,0.00417091340978792,0.00328474018333281,1.74200786606785,10.5449621488346,-0.00168835985451072,-0.968026266591316,0.856145049566483,0.643468879973667,-0.789035680557997,-7920.25545933994
-0.25489045379047,0.004134108235503,0.00315847357415078,1.74132559395848,10.237932794709,-0.0342216523490876,-0.944262717267694,1.08329091598551,0.853788111959485,-0.758711591206621,-7916.08893602163
-0.244399145877856,0.00405520266484135,0.00285109801136761,1.71128754778068,9.57031561406501,-0.290827850530615,-0.896801992855325,0.983263060017548,1.03213487963731,-0.70910757535227,-7907.72700547957
-0.227788152043521,0.00392403085460447,0.0023550984563945,1.65837749067053,8.48291966135559,-0.796903938655856,-0.819978182798501,0.898974176000706,1.2157645244844,-0.627971395241149,-7893.1249286433
-0.221403675271223,0.00387402021848438,0.00216691638087159,1.56484664441139,8.00757602125115,-0.712947720339122,-0.790286242519667,0.887820739378072,1.04971183171593,-0.591438876223643,-7888.05016180981
-0.20321753497406,0.00380113356679671,0.00172767018978385,0.87940429630316,6.55368894120865,-1.43362347418402,-0.69411584730689,0.816829636229513,1.23658157553534,-0.4799205993786,-7880.98364181763
-0.200160473071522,0.00377921823940289,0.00162330411299167,1.41398295927831,6.20800768612625,-1.49003402810037,-0.687308905801982,0.807165207978674,1.18385983849744,-0.470572706181061,-7878.67755503734
-0.196034255697475,0.00380353124510481,0.00145289236803403,1.10695272149219,5.04671349692132,-1.06330095126026,-0.699523913763471,0.930827512255246,0.722625354217575,-0.46729426077098,-7874.7182596318
-0.203361032266113,0.00380599172848178,0.00165138190084655,1.20350262579775,5.35175272184407,-1.38577688063848,-0.712949661228337,0.900750021370781,0.888252576520396,-0.484126719467443,-7868.90937690749
-0.214816270789397,0.00390657460518995,0.00226585119279515,1.23913937435439,5.77051642135255,-1.76965339944721,-0.746482400738367,0.897615807452892,0.960855639640328,-0.515487355362149,-7863.613280096
-0.237089375642197,0.00429083061480908,0.0041378474549606,1.32891082029402,7.14559873090056,-2.38316417962374,-0.807470274524124,0.918704105379613,0.964427584668466,-0.566001448412413,-7856.47689274839
-0.255495458384156,0.00485832163582757,0.00601574407825849,1.42557080918288,8.80858925470896,-2.95334653012649,-0.841933572566495,0.951923900226646,0.882072787255784,-0.583983894288749,-7852.5471201402
-0.2620754197982,0.00518749418399022,0.00642675861227137,1.4996488850254,9.89142237569833,-3.24850627629158,-0.844132047838725,0.975172226560268,0.802149253607559,-0.578334848601576,-7851.1678303407
-0.2674571561368,0.00542329540861477,0.00679528395988353,1.60055939511249,10.9429759340204,-3.4388047362782,-0.84952841192727,0.986015322772329,0.784800990994157,-0.579805352631218,-7850.82882893773
-0.270822195389071,0.00554122842483098,0.00697816470258976,1.68062267955272,11.5584339422096,-3.54295765593663,-0.851621884412555,0.985892408652712,0.789259144130725,-0.58036073385892,-7850.7461116965
-0.272314142504966,0.00557626114462918,0.00703927382775151,1.72409927096679,11.7726909190029,-3.59066161953891,-0.851941253737758,0.983694835097784,0.796691227062413,-0.580294782285048,-7850.72837235628
-0.272827111138533,0.0055796057148645,0.00705210202606559,1.74333757061284,11.8117846245537,-3.61513805426435,-0.851907005596833,0.982289711172604,0.801045579064905,-0.580236476022806,-7850.72341816417
-0.272827115955147,0.00557604191645927,0.00705190273840144,1.74333757149685,11.8117846221218,-3.6151380666989,-0.851907011207772,0.982289708134257,0.801045583295811,-0.580236488802694,-7850.72336175452
